repo,query_type,api_type,trial,response_time_ms,response_size_bytes
mrdoob/three.js,complex,graphql,5,886.121,12421
mrdoob/three.js,complex,rest,5,9131.469,194651
d3/d3,simple,graphql,1,766.424,460
d3/d3,simple,rest,1,472.296,5727
d3/d3,simple,graphql,2,857.853,460
d3/d3,simple,rest,2,452.334,5727
d3/d3,simple,graphql,3,703.743,460
d3/d3,simple,rest,3,482.906,5727
d3/d3,simple,graphql,4,718.084,460
d3/d3,simple,rest,4,466.21,5727
d3/d3,simple,graphql,5,868.426,460
d3/d3,simple,rest,5,521.447,5727
d3/d3,medium,graphql,1,682.268,4634
d3/d3,medium,rest,1,1165.451,82330
d3/d3,medium,graphql,2,729.465,4634
d3/d3,medium,rest,2,1142.238,82330
d3/d3,medium,graphql,3,698.264,4634
d3/d3,medium,rest,3,1114.124,82330
d3/d3,medium,graphql,4,628.307,4634
d3/d3,medium,rest,4,1088.375,82330
d3/d3,medium,graphql,5,710.015,4634
d3/d3,medium,rest,5,1412.054,82330
d3/d3,complex,graphql,1,1150.323,10188
d3/d3,complex,rest,1,9353.891,153963
d3/d3,complex,graphql,2,1099.607,10188
d3/d3,complex,rest,2,9461.284,153963
d3/d3,complex,graphql,3,1132.014,10188
d3/d3,complex,rest,3,9208.212,153963
d3/d3,complex,graphql,4,826.152,10188
d3/d3,complex,rest,4,9174.758,153963
d3/d3,complex,graphql,5,880.965,10188
d3/d3,complex,rest,5,14644.474,153963
microsoft/generative-ai-for-beginners,simple,graphql,1,637.047,493
microsoft/generative-ai-for-beginners,simple,rest,1,534.903,7542
microsoft/generative-ai-for-beginners,simple,graphql,2,688.327,493
microsoft/generative-ai-for-beginners,simple,rest,2,551.46,7542
microsoft/generative-ai-for-beginners,simple,graphql,3,551.221,493
microsoft/generative-ai-for-beginners,simple,rest,3,534.768,7542
microsoft/generative-ai-for-beginners,simple,graphql,4,627.364,493
microsoft/generative-ai-for-beginners,simple,rest,4,545.977,7542
microsoft/generative-ai-for-beginners,simple,graphql,5,583.645,493
microsoft/generative-ai-for-beginners,simple,rest,5,559.483,7542
microsoft/generative-ai-for-beginners,medium,graphql,1,732.225,5086
microsoft/generative-ai-for-beginners,medium,rest,1,1375.436,251206
microsoft/generative-ai-for-beginners,medium,graphql,2,663.182,5086
microsoft/generative-ai-for-beginners,medium,rest,2,1432.82,251206
microsoft/generative-ai-for-beginners,medium,graphql,3,746.05,5086
microsoft/generative-ai-for-beginners,medium,rest,3,1451.902,251206
microsoft/generative-ai-for-beginners,medium,graphql,4,743.929,5086
microsoft/generative-ai-for-beginners,medium,rest,4,1656.115,251206
microsoft/generative-ai-for-beginners,medium,graphql,5,780.151,5086
microsoft/generative-ai-for-beginners,medium,rest,5,1317.336,251206
microsoft/generative-ai-for-beginners,complex,graphql,1,1793.115,172731
microsoft/generative-ai-for-beginners,complex,rest,1,10706.945,315055
microsoft/generative-ai-for-beginners,complex,graphql,2,1867.689,172731
microsoft/generative-ai-for-beginners,complex,rest,2,11008.841,315055
microsoft/generative-ai-for-beginners,complex,graphql,3,1108.119,172731
microsoft/generative-ai-for-beginners,complex,rest,3,10765.219,315055
microsoft/generative-ai-for-beginners,complex,graphql,4,1075.859,172731
microsoft/generative-ai-for-beginners,complex,rest,4,10648.13,315055
microsoft/generative-ai-for-beginners,complex,graphql,5,995.87,172731
microsoft/generative-ai-for-beginners,complex,rest,5,10933.414,315055
farion1231/cc-switch,simple,graphql,1,1033.54,548
farion1231/cc-switch,simple,rest,1,471.363,5761
farion1231/cc-switch,simple,graphql,2,830.393,548
farion1231/cc-switch,simple,rest,2,396.949,5761
farion1231/cc-switch,simple,graphql,3,817.911,548
farion1231/cc-switch,simple,rest,3,418.834,5761
farion1231/cc-switch,simple,graphql,4,839.83,548
farion1231/cc-switch,simple,rest,4,399.837,5761
farion1231/cc-switch,simple,graphql,5,827.411,548
farion1231/cc-switch,simple,rest,5,382.052,5761
farion1231/cc-switch,medium,graphql,1,635.393,5117
farion1231/cc-switch,medium,rest,1,1206.999,85600
farion1231/cc-switch,medium,graphql,2,583.755,5117
farion1231/cc-switch,medium,rest,2,1080.792,85600
farion1231/cc-switch,medium,graphql,3,655.062,5117
farion1231/cc-switch,medium,rest,3,1409.378,85600
farion1231/cc-switch,medium,graphql,4,551.832,5117
farion1231/cc-switch,medium,rest,4,1213.943,85600
farion1231/cc-switch,medium,graphql,5,593.797,5117
farion1231/cc-switch,medium,rest,5,1248.727,85600
farion1231/cc-switch,complex,graphql,1,977.72,8438
farion1231/cc-switch,complex,rest,1,9775.901,204819
farion1231/cc-switch,complex,graphql,2,783.967,8438
farion1231/cc-switch,complex,rest,2,10292.711,204819
farion1231/cc-switch,complex,graphql,3,756.982,8438
farion1231/cc-switch,complex,rest,3,9675.434,204819
farion1231/cc-switch,complex,graphql,4,1009.701,8438
farion1231/cc-switch,complex,rest,4,9480.282,204819
farion1231/cc-switch,complex,graphql,5,1043.554,8438
farion1231/cc-switch,complex,rest,5,9490.627,204819
2dust/v2rayN,simple,graphql,1,878.429,459
2dust/v2rayN,simple,rest,1,415.129,5197
2dust/v2rayN,simple,graphql,2,801.503,459
2dust/v2rayN,simple,rest,2,423.245,5197
2dust/v2rayN,simple,graphql,3,978.76,459
2dust/v2rayN,simple,rest,3,408.7,5197
2dust/v2rayN,simple,graphql,4,915.685,459
2dust/v2rayN,simple,rest,4,417.772,5197
2dust/v2rayN,simple,graphql,5,847.907,459
2dust/v2rayN,simple,rest,5,420.938,5197
2dust/v2rayN,medium,graphql,1,681.018,5331
2dust/v2rayN,medium,rest,1,1069.559,99927
2dust/v2rayN,medium,graphql,2,670.99,5331
2dust/v2rayN,medium,rest,2,1331.585,99927
2dust/v2rayN,medium,graphql,3,598.262,5331
2dust/v2rayN,medium,rest,3,1089.951,99927
2dust/v2rayN,medium,graphql,4,701.956,5331
2dust/v2rayN,medium,rest,4,1205.232,99927
2dust/v2rayN,medium,graphql,5,716.581,5331
2dust/v2rayN,medium,rest,5,1163.903,99927
2dust/v2rayN,complex,graphql,1,1165.037,9806
2dust/v2rayN,complex,rest,1,9421.732,184956
2dust/v2rayN,complex,graphql,2,754.982,9806
2dust/v2rayN,complex,rest,2,9115.727,184956
2dust/v2rayN,complex,graphql,3,782.961,9806
2dust/v2rayN,complex,rest,3,9369.374,184956
2dust/v2rayN,complex,graphql,4,787.414,9806
2dust/v2rayN,complex,rest,4,9030.202,184956
2dust/v2rayN,complex,graphql,5,760.562,9806
2dust/v2rayN,complex,rest,5,9089.933,184956
microsoft/TypeScript,simple,graphql,1,1001.195,488
microsoft/TypeScript,simple,rest,1,548.839,6767
microsoft/TypeScript,simple,graphql,2,923.129,488
microsoft/TypeScript,simple,rest,2,621.637,6767
microsoft/TypeScript,simple,graphql,3,957.76,488
microsoft/TypeScript,simple,rest,3,526.415,6767
microsoft/TypeScript,simple,graphql,4,878.933,488
microsoft/TypeScript,simple,rest,4,524.478,6767
microsoft/TypeScript,simple,graphql,5,992.461,488
microsoft/TypeScript,simple,rest,5,521.537,6767
microsoft/TypeScript,medium,graphql,1,892.248,5637
microsoft/TypeScript,medium,rest,1,1426.222,111205
microsoft/TypeScript,medium,graphql,2,699.221,5637
microsoft/TypeScript,medium,rest,2,1611.217,111205
microsoft/TypeScript,medium,graphql,3,772.852,5637
microsoft/TypeScript,medium,rest,3,1361.619,111205
microsoft/TypeScript,medium,graphql,4,708.269,5637
microsoft/TypeScript,medium,rest,4,1259.752,111205
microsoft/TypeScript,medium,graphql,5,789.523,5637
microsoft/TypeScript,medium,rest,5,1298.074,111205
microsoft/TypeScript,complex,graphql,1,1168.428,12261
microsoft/TypeScript,complex,rest,1,11699.052,269573
microsoft/TypeScript,complex,graphql,2,1022.323,12261
microsoft/TypeScript,complex,rest,2,11695.839,269573
microsoft/TypeScript,complex,graphql,3,1039.502,12261
microsoft/TypeScript,complex,rest,3,11890.737,269573
microsoft/TypeScript,complex,graphql,4,1159.635,12261
microsoft/TypeScript,complex,rest,4,11990.027,269573
microsoft/TypeScript,complex,graphql,5,5897.818,12261
microsoft/TypeScript,complex,rest,5,12033.714,269573
axios/axios,simple,graphql,1,741.889,441
axios/axios,simple,rest,1,485.949,6043
axios/axios,simple,graphql,2,773.928,441
axios/axios,simple,rest,2,470.726,6043
axios/axios,simple,graphql,3,766.595,441
axios/axios,simple,rest,3,514.093,6043
axios/axios,simple,graphql,4,726.586,441
axios/axios,simple,rest,4,470.592,6043
axios/axios,simple,graphql,5,651.277,441
axios/axios,simple,rest,5,461.022,6043
axios/axios,medium,graphql,1,645.296,4967
axios/axios,medium,rest,1,1282.357,171065
axios/axios,medium,graphql,2,614.433,4967
axios/axios,medium,rest,2,1213.969,171065
axios/axios,medium,graphql,3,631.243,4967
axios/axios,medium,rest,3,1276.86,171065
axios/axios,medium,graphql,4,583.584,4967
axios/axios,medium,rest,4,1383.24,171065
axios/axios,medium,graphql,5,668.058,4967
axios/axios,medium,rest,5,1306.534,171065
axios/axios,complex,graphql,1,1285.301,70140
axios/axios,complex,rest,1,10408.734,260058
axios/axios,complex,graphql,2,1098.527,70140
axios/axios,complex,rest,2,10276.649,260058
axios/axios,complex,graphql,3,1155.849,70140
axios/axios,complex,rest,3,9773.546,260058
axios/axios,complex,graphql,4,1041.118,70140
axios/axios,complex,rest,4,9917.902,260058
axios/axios,complex,graphql,5,974.531,70140
axios/axios,complex,rest,5,9849.868,260058
tauri-apps/tauri,simple,graphql,1,4556.765,479
tauri-apps/tauri,simple,rest,1,482.058,6462
tauri-apps/tauri,simple,graphql,2,4616.043,479
tauri-apps/tauri,simple,rest,2,484.738,6462
tauri-apps/tauri,simple,graphql,3,4658.897,479
tauri-apps/tauri,simple,rest,3,475.902,6462
tauri-apps/tauri,simple,graphql,4,4523.804,479
tauri-apps/tauri,simple,rest,4,460.242,6462
tauri-apps/tauri,simple,graphql,5,4592.098,479
tauri-apps/tauri,simple,rest,5,441.072,6462
tauri-apps/tauri,medium,graphql,1,909.447,5620
tauri-apps/tauri,medium,rest,1,1098.138,88064
tauri-apps/tauri,medium,graphql,2,649.962,5620
tauri-apps/tauri,medium,rest,2,1186.396,88064
tauri-apps/tauri,medium,graphql,3,747.521,5620
tauri-apps/tauri,medium,rest,3,1272.373,88064
tauri-apps/tauri,medium,graphql,4,767.497,5620
tauri-apps/tauri,medium,rest,4,1206.452,88064
tauri-apps/tauri,medium,graphql,5,713.335,5620
tauri-apps/tauri,medium,rest,5,1277.253,88064
tauri-apps/tauri,complex,graphql,1,905.125,30719
tauri-apps/tauri,complex,rest,1,9471.322,182350
tauri-apps/tauri,complex,graphql,2,1165.94,30719
tauri-apps/tauri,complex,rest,2,9649.287,182350
tauri-apps/tauri,complex,graphql,3,801.786,30719
tauri-apps/tauri,complex,rest,3,9453.286,182350
tauri-apps/tauri,complex,graphql,4,1150.824,30719
tauri-apps/tauri,complex,rest,4,10049.241,182350
tauri-apps/tauri,complex,graphql,5,961.539,30719
tauri-apps/tauri,complex,rest,5,9595.737,182350
fatedier/frp,simple,graphql,1,683.357,478
fatedier/frp,simple,rest,1,401.656,5209
fatedier/frp,simple,graphql,2,726.33,478
fatedier/frp,simple,rest,2,425.065,5209
fatedier/frp,simple,graphql,3,770.887,478
fatedier/frp,simple,rest,3,428.911,5209
fatedier/frp,simple,graphql,4,701.415,478
fatedier/frp,simple,rest,4,416.997,5209
fatedier/frp,simple,graphql,5,921.994,478
fatedier/frp,simple,rest,5,394.009,5209
fatedier/frp,medium,graphql,1,609.048,5092
fatedier/frp,medium,rest,1,1094.962,81208
fatedier/frp,medium,graphql,2,664.016,5092
fatedier/frp,medium,rest,2,1126.533,81208
fatedier/frp,medium,graphql,3,609.971,5092
fatedier/frp,medium,rest,3,1099.233,81208
fatedier/frp,medium,graphql,4,583.939,5092
fatedier/frp,medium,rest,4,1109.176,81208
fatedier/frp,medium,graphql,5,598.101,5092
fatedier/frp,medium,rest,5,1173.59,81208
fatedier/frp,complex,graphql,1,869.582,13850
fatedier/frp,complex,rest,1,9293.012,186182
fatedier/frp,complex,graphql,2,991.568,13850
fatedier/frp,complex,rest,2,9396.843,186182
fatedier/frp,complex,graphql,3,808.918,13850
fatedier/frp,complex,rest,3,9070.269,186182
fatedier/frp,complex,graphql,4,830.906,13850
fatedier/frp,complex,rest,4,8831.877,186182
fatedier/frp,complex,graphql,5,877.188,13850
fatedier/frp,complex,rest,5,15082.521,186182
papers-we-love/papers-we-love,simple,graphql,1,545.468,477
papers-we-love/papers-we-love,simple,rest,1,458.645,6945
papers-we-love/papers-we-love,simple,graphql,2,553.832,477
papers-we-love/papers-we-love,simple,rest,2,524.938,6945
papers-we-love/papers-we-love,simple,graphql,3,560.548,477
papers-we-love/papers-we-love,simple,rest,3,489.536,6945
papers-we-love/papers-we-love,simple,graphql,4,641.515,477
papers-we-love/papers-we-love,simple,rest,4,481.74,6945
papers-we-love/papers-we-love,simple,graphql,5,634.228,477
papers-we-love/papers-we-love,simple,rest,5,486.21,6945
papers-we-love/papers-we-love,medium,graphql,1,788.969,4743
papers-we-love/papers-we-love,medium,rest,1,1142.41,109127
papers-we-love/papers-we-love,medium,graphql,2,661.005,4743
papers-we-love/papers-we-love,medium,rest,2,1134.16,109127
papers-we-love/papers-we-love,medium,graphql,3,575.155,4743
papers-we-love/papers-we-love,medium,rest,3,1142.015,109127
papers-we-love/papers-we-love,medium,graphql,4,629.97,4743
papers-we-love/papers-we-love,medium,rest,4,1262.309,109127
papers-we-love/papers-we-love,medium,graphql,5,713.735,4743
papers-we-love/papers-we-love,medium,rest,5,1681.46,109127
papers-we-love/papers-we-love,complex,graphql,1,1082.005,4593
papers-we-love/papers-we-love,complex,rest,1,9439.61,184247
papers-we-love/papers-we-love,complex,graphql,2,774.808,4593
papers-we-love/papers-we-love,complex,rest,2,8943.614,184247
papers-we-love/papers-we-love,complex,graphql,3,1118.181,4593
papers-we-love/papers-we-love,complex,rest,3,9109.727,184247
papers-we-love/papers-we-love,complex,graphql,4,741.498,4593
papers-we-love/papers-we-love,complex,rest,4,9332.645,184247
papers-we-love/papers-we-love,complex,graphql,5,695.63,4593
papers-we-love/papers-we-love,complex,rest,5,9210.718,184247
denoland/deno,simple,graphql,1,1193.986,434
denoland/deno,simple,rest,1,595.754,6161
denoland/deno,simple,graphql,2,1217.385,434
denoland/deno,simple,rest,2,487.297,6161
denoland/deno,simple,graphql,3,1328.434,434
denoland/deno,simple,rest,3,531.425,6161
denoland/deno,simple,graphql,4,1071.622,434
denoland/deno,simple,rest,4,508.287,6161
denoland/deno,simple,graphql,5,1061.171,434
denoland/deno,simple,rest,5,493.435,6161
denoland/deno,medium,graphql,1,645.696,5112
denoland/deno,medium,rest,1,1183.322,137038
denoland/deno,medium,graphql,2,764.625,5112
denoland/deno,medium,rest,2,1528.234,137038
denoland/deno,medium,graphql,3,653.797,5112
denoland/deno,medium,rest,3,1324.296,137038
denoland/deno,medium,graphql,4,769.751,5112
denoland/deno,medium,rest,4,1233.95,137038
denoland/deno,medium,graphql,5,728.485,5112
denoland/deno,medium,rest,5,1409.768,137038
denoland/deno,complex,graphql,1,886.305,5212
denoland/deno,complex,rest,1,10155.51,181490
denoland/deno,complex,graphql,2,747.199,5212
denoland/deno,complex,rest,2,10078.93,181490
denoland/deno,complex,graphql,3,757.693,5212
denoland/deno,complex,rest,3,10812.852,181490
denoland/deno,complex,graphql,4,742.414,5212
denoland/deno,complex,rest,4,10067.92,181490
denoland/deno,complex,graphql,5,729.18,5212
denoland/deno,complex,rest,5,10175.555,181490
jaywcjlove/awesome-mac,simple,graphql,1,1810.15,557
jaywcjlove/awesome-mac,simple,rest,1,417.12,5891
jaywcjlove/awesome-mac,simple,graphql,2,629.942,557
jaywcjlove/awesome-mac,simple,rest,2,435.108,5891
jaywcjlove/awesome-mac,simple,graphql,3,621.13,557
jaywcjlove/awesome-mac,simple,rest,3,451.937,5891
jaywcjlove/awesome-mac,simple,graphql,4,652.877,557
jaywcjlove/awesome-mac,simple,rest,4,401.042,5891
jaywcjlove/awesome-mac,simple,graphql,5,656.54,557
jaywcjlove/awesome-mac,simple,rest,5,429.273,5891
jaywcjlove/awesome-mac,medium,graphql,1,637.147,4184
jaywcjlove/awesome-mac,medium,rest,1,1307.73,73375
jaywcjlove/awesome-mac,medium,graphql,2,992.221,4184
jaywcjlove/awesome-mac,medium,rest,2,1210.858,73375
jaywcjlove/awesome-mac,medium,graphql,3,659.595,4184
jaywcjlove/awesome-mac,medium,rest,3,1078.862,73375
jaywcjlove/awesome-mac,medium,graphql,4,629.69,4184
jaywcjlove/awesome-mac,medium,rest,4,1286.482,73375
jaywcjlove/awesome-mac,medium,graphql,5,588.267,4184
jaywcjlove/awesome-mac,medium,rest,5,1106.511,73375
jaywcjlove/awesome-mac,complex,graphql,1,1186.93,3412
jaywcjlove/awesome-mac,complex,rest,1,9365.144,164922
jaywcjlove/awesome-mac,complex,graphql,2,1216.293,3412
jaywcjlove/awesome-mac,complex,rest,2,9347.41,164922
jaywcjlove/awesome-mac,complex,graphql,3,749.956,3412
jaywcjlove/awesome-mac,complex,rest,3,9290.816,164922
jaywcjlove/awesome-mac,complex,graphql,4,770.276,3412
jaywcjlove/awesome-mac,complex,rest,4,8900.344,164922
jaywcjlove/awesome-mac,complex,graphql,5,1633.775,3412
jaywcjlove/awesome-mac,complex,rest,5,9431.99,164922
google-gemini/gemini-cli,simple,graphql,1,1752.824,499
google-gemini/gemini-cli,simple,rest,1,527.032,7011
google-gemini/gemini-cli,simple,graphql,2,2011.287,499
google-gemini/gemini-cli,simple,rest,2,519.485,7011
google-gemini/gemini-cli,simple,graphql,3,2005.525,499
google-gemini/gemini-cli,simple,rest,3,535.685,7011
google-gemini/gemini-cli,simple,graphql,4,2059.741,499
google-gemini/gemini-cli,simple,rest,4,522.223,7011
google-gemini/gemini-cli,simple,graphql,5,2036.293,499
google-gemini/gemini-cli,simple,rest,5,530.698,7011
google-gemini/gemini-cli,medium,graphql,1,713.223,6485
google-gemini/gemini-cli,medium,rest,1,1533.511,114395
google-gemini/gemini-cli,medium,graphql,2,726.183,6485
google-gemini/gemini-cli,medium,rest,2,1325.672,114395
google-gemini/gemini-cli,medium,graphql,3,643.7,6485
google-gemini/gemini-cli,medium,rest,3,1565.157,114395
google-gemini/gemini-cli,medium,graphql,4,685.496,6485
google-gemini/gemini-cli,medium,rest,4,1547.647,114395
google-gemini/gemini-cli,medium,graphql,5,630.764,6485
google-gemini/gemini-cli,medium,rest,5,1327.313,114395
google-gemini/gemini-cli,complex,graphql,1,1247.517,26473
google-gemini/gemini-cli,complex,rest,1,10943.346,287433
google-gemini/gemini-cli,complex,graphql,2,1102.689,26473
google-gemini/gemini-cli,complex,rest,2,10636.655,287433
google-gemini/gemini-cli,complex,graphql,3,901.582,26473
google-gemini/gemini-cli,complex,rest,3,10558.398,287433
google-gemini/gemini-cli,complex,graphql,4,913.421,26473
google-gemini/gemini-cli,complex,rest,4,10511.279,287433
google-gemini/gemini-cli,complex,graphql,5,1337.102,26473
google-gemini/gemini-cli,complex,rest,5,10407.062,287433
goldbergyoni/nodebestpractices,simple,graphql,1,580.96,470
goldbergyoni/nodebestpractices,simple,rest,1,423.719,6197
goldbergyoni/nodebestpractices,simple,graphql,2,604.398,470
goldbergyoni/nodebestpractices,simple,rest,2,450.012,6197
goldbergyoni/nodebestpractices,simple,graphql,3,610.225,470
goldbergyoni/nodebestpractices,simple,rest,3,413.863,6197
goldbergyoni/nodebestpractices,simple,graphql,4,526.299,470
goldbergyoni/nodebestpractices,simple,rest,4,411.919,6197
goldbergyoni/nodebestpractices,simple,graphql,5,565.053,470
goldbergyoni/nodebestpractices,simple,rest,5,421.054,6197
goldbergyoni/nodebestpractices,medium,graphql,1,672.528,4336
goldbergyoni/nodebestpractices,medium,rest,1,1042.271,76125
goldbergyoni/nodebestpractices,medium,graphql,2,589.223,4336
goldbergyoni/nodebestpractices,medium,rest,2,1103.522,76125
goldbergyoni/nodebestpractices,medium,graphql,3,602.512,4336
goldbergyoni/nodebestpractices,medium,rest,3,1032.77,76125
goldbergyoni/nodebestpractices,medium,graphql,4,570.926,4336
goldbergyoni/nodebestpractices,medium,rest,4,1219.634,76125
goldbergyoni/nodebestpractices,medium,graphql,5,629.374,4336
goldbergyoni/nodebestpractices,medium,rest,5,1146.931,76125
goldbergyoni/nodebestpractices,complex,graphql,1,1328.281,3674
goldbergyoni/nodebestpractices,complex,rest,1,8843.232,146367
goldbergyoni/nodebestpractices,complex,graphql,2,1334.095,3674
goldbergyoni/nodebestpractices,complex,rest,2,9930.554,146367
goldbergyoni/nodebestpractices,complex,graphql,3,770.131,3674
goldbergyoni/nodebestpractices,complex,rest,3,8632.18,146367
goldbergyoni/nodebestpractices,complex,graphql,4,668.885,3674
goldbergyoni/nodebestpractices,complex,rest,4,8878.391,146367
goldbergyoni/nodebestpractices,complex,graphql,5,691.77,3674
goldbergyoni/nodebestpractices,complex,rest,5,8852.286,146367
supabase/supabase,simple,graphql,1,691.392,530
supabase/supabase,simple,rest,1,516.653,6635
supabase/supabase,simple,graphql,2,670.255,530
supabase/supabase,simple,rest,2,532.963,6635
supabase/supabase,simple,graphql,3,690.797,530
supabase/supabase,simple,rest,3,502.094,6635
supabase/supabase,simple,graphql,4,635.673,530
supabase/supabase,simple,rest,4,506.906,6635
supabase/supabase,simple,graphql,5,734.744,530
supabase/supabase,simple,rest,5,529.612,6635
supabase/supabase,medium,graphql,1,642.521,6477
supabase/supabase,medium,rest,1,1291.2,94874
supabase/supabase,medium,graphql,2,662.466,6477
supabase/supabase,medium,rest,2,1343.44,94874
supabase/supabase,medium,graphql,3,631.279,6477
supabase/supabase,medium,rest,3,1246.752,94874
supabase/supabase,medium,graphql,4,728.66,6477
supabase/supabase,medium,rest,4,1271.386,94874
supabase/supabase,medium,graphql,5,643.288,6477
supabase/supabase,medium,rest,5,1279.903,94874
supabase/supabase,complex,graphql,1,947.768,150205
supabase/supabase,complex,rest,1,10561.742,252803
supabase/supabase,complex,graphql,2,973.799,150205
supabase/supabase,complex,rest,2,10309.34,252803
supabase/supabase,complex,graphql,3,1308.333,150205
supabase/supabase,complex,rest,3,10578.404,252803
supabase/supabase,complex,graphql,4,1102.97,150205
supabase/supabase,complex,rest,4,10756.949,252803
supabase/supabase,complex,graphql,5,1069.68,150205
supabase/supabase,complex,rest,5,10737.313,252803
immich-app/immich,simple,graphql,1,1185.021,464
immich-app/immich,simple,rest,1,506.549,6568
immich-app/immich,simple,graphql,2,1145.077,464
immich-app/immich,simple,rest,2,485.728,6568
immich-app/immich,simple,graphql,3,1238.103,464
immich-app/immich,simple,rest,3,501.044,6568
immich-app/immich,simple,graphql,4,1179.42,464
immich-app/immich,simple,rest,4,451.298,6568
immich-app/immich,simple,graphql,5,1185.593,464
immich-app/immich,simple,rest,5,503.648,6568
immich-app/immich,medium,graphql,1,638.885,4810
immich-app/immich,medium,rest,1,1467.809,128627
immich-app/immich,medium,graphql,2,667.671,4810
immich-app/immich,medium,rest,2,1361.445,128627
immich-app/immich,medium,graphql,3,742.138,4810
immich-app/immich,medium,rest,3,1396.322,128627
immich-app/immich,medium,graphql,4,640.645,4810
immich-app/immich,medium,rest,4,1488.242,128627
immich-app/immich,medium,graphql,5,674.913,4810
immich-app/immich,medium,rest,5,1269.065,128627
immich-app/immich,complex,graphql,1,1186.072,7639
immich-app/immich,complex,rest,1,9387.376,196227
immich-app/immich,complex,graphql,2,1106.247,7639
immich-app/immich,complex,rest,2,9880.797,196227
immich-app/immich,complex,graphql,3,833.676,7639
immich-app/immich,complex,rest,3,10068.749,196227
immich-app/immich,complex,graphql,4,825.569,7639
immich-app/immich,complex,rest,4,9547.167,196227
immich-app/immich,complex,graphql,5,1015.342,7639
immich-app/immich,complex,rest,5,9797.503,196227
openai/whisper,simple,graphql,1,601.525,442
openai/whisper,simple,rest,1,514.682,6107
openai/whisper,simple,graphql,2,608.482,442
openai/whisper,simple,rest,2,490.919,6107
openai/whisper,simple,graphql,3,659.181,442
openai/whisper,simple,rest,3,487.621,6107
openai/whisper,simple,graphql,4,645.352,442
openai/whisper,simple,rest,4,503.007,6107
openai/whisper,simple,graphql,5,618.939,442
openai/whisper,simple,rest,5,524.811,6107
openai/whisper,medium,graphql,1,402.828,119
openai/whisper,medium,rest,1,1110.103,76288
openai/whisper,medium,graphql,2,416.718,119
openai/whisper,medium,rest,2,1146.377,76288
openai/whisper,medium,graphql,3,388.673,119
openai/whisper,medium,rest,3,1119.465,76288
openai/whisper,medium,graphql,4,419.491,119
openai/whisper,medium,rest,4,1203.55,76288
openai/whisper,medium,graphql,5,411.788,119
openai/whisper,medium,rest,5,1315.83,76288
openai/whisper,complex,graphql,1,1029.529,3316
openai/whisper,complex,rest,1,9375.726,152887
openai/whisper,complex,graphql,2,747.313,3316
openai/whisper,complex,rest,2,9861.924,152887
openai/whisper,complex,graphql,3,1271.341,3316
openai/whisper,complex,rest,3,9543.864,152887
openai/whisper,complex,graphql,4,1057.905,3316
openai/whisper,complex,rest,4,9443.802,152887
openai/whisper,complex,graphql,5,849.809,3316
openai/whisper,complex,rest,5,14221.113,152887
deepseek-ai/DeepSeek-V3,simple,graphql,1,638.371,406
deepseek-ai/DeepSeek-V3,simple,rest,1,483.934,6518
deepseek-ai/DeepSeek-V3,simple,graphql,2,938.308,406
deepseek-ai/DeepSeek-V3,simple,rest,2,474.108,6518
deepseek-ai/DeepSeek-V3,simple,graphql,3,518.675,406
deepseek-ai/DeepSeek-V3,simple,rest,3,468.878,6518
deepseek-ai/DeepSeek-V3,simple,graphql,4,601.686,406
deepseek-ai/DeepSeek-V3,simple,rest,4,471.507,6518
deepseek-ai/DeepSeek-V3,simple,graphql,5,607.101,406
deepseek-ai/DeepSeek-V3,simple,rest,5,512.441,6518
deepseek-ai/DeepSeek-V3,medium,graphql,1,784.891,4908
deepseek-ai/DeepSeek-V3,medium,rest,1,1115.796,138438
deepseek-ai/DeepSeek-V3,medium,graphql,2,631.151,4908
deepseek-ai/DeepSeek-V3,medium,rest,2,1369.807,138438
deepseek-ai/DeepSeek-V3,medium,graphql,3,758.079,4908
deepseek-ai/DeepSeek-V3,medium,rest,3,1102.685,138438
deepseek-ai/DeepSeek-V3,medium,graphql,4,704.913,4908
deepseek-ai/DeepSeek-V3,medium,rest,4,1149.853,138438
deepseek-ai/DeepSeek-V3,medium,graphql,5,637.897,4908
deepseek-ai/DeepSeek-V3,medium,rest,5,1204.168,138438
deepseek-ai/DeepSeek-V3,complex,graphql,1,1205.276,4011
deepseek-ai/DeepSeek-V3,complex,rest,1,9276.806,147486
deepseek-ai/DeepSeek-V3,complex,graphql,2,1170.644,4011
deepseek-ai/DeepSeek-V3,complex,rest,2,9224.057,147486
deepseek-ai/DeepSeek-V3,complex,graphql,3,722.628,4011
deepseek-ai/DeepSeek-V3,complex,rest,3,9104.88,147486
deepseek-ai/DeepSeek-V3,complex,graphql,4,757.631,4011
deepseek-ai/DeepSeek-V3,complex,rest,4,9064.093,147486
deepseek-ai/DeepSeek-V3,complex,graphql,5,765.604,4011
deepseek-ai/DeepSeek-V3,complex,rest,5,9208.283,147486
microsoft/terminal,simple,graphql,1,1053.149,481
microsoft/terminal,simple,rest,1,591.803,6719
microsoft/terminal,simple,graphql,2,1341.406,481
microsoft/terminal,simple,rest,2,527.88,6719
microsoft/terminal,simple,graphql,3,1080.781,481
microsoft/terminal,simple,rest,3,547.425,6719
microsoft/terminal,simple,graphql,4,975.773,481
microsoft/terminal,simple,rest,4,532.198,6719
microsoft/terminal,simple,graphql,5,963.839,481
microsoft/terminal,simple,rest,5,530.297,6719
microsoft/terminal,medium,graphql,1,731.276,6197
